0,0.5138695,0.9682615,0.825243,0.040039,0.033042
0,0.044383,0.937012,0.008322,0.010742,0.000089
0,0.069348,0.9365235,0.011096,0.011719,0.00013
0,0.0554785,0.9365235,0.011096,0.011719,0.00013
0,0.067961,0.888672,0.005548,0.011719,0.000065
0,0.057559,0.888672,0.004161,0.011719,0.000049
0,0.063107,0.8701175,0.029126,0.019531,0.000569
0,0.063107,0.8496095,0.029126,0.019531,0.000569
0,0.0624135,0.828125,0.027739,0.019531,0.000542
0,0.069348,0.807129,0.008322,0.016602,0.000138
0,0.0554785,0.807129,0.01387,0.016602,0.00023
0,0.063107,0.775391,0.020804,0.017578,0.000366
0,0.066574,0.7543945,0.019417,0.018555,0.00036
0,0.052705,0.7543945,0.005548,0.018555,0.000103
0,0.0624135,0.7373045,0.027739,0.011719,0.000325
0,0.063107,0.727051,0.023578,0.006836,0.000161
0,0.063107,0.712402,0.029126,0.020508,0.000597
0,0.0631065,0.6938475,0.059639,0.014648,0.000874
1,0.757975,0.807129,0.34258,0.274414,0.094009
1,0.3439665,0.807129,0.490985,0.274414,0.134733
0,0.9216365,0.661133,0.006935,0.009766,0.000068
0,0.0624135,0.652832,0.044383,0.047852,0.002124
0,0.063107,0.5961915,0.04577,0.047852,0.00219
0,0.0631065,0.539551,0.012483,0.047852,0.000597
0,0.0624135,0.48291,0.052705,0.047852,0.002522
0,0.0520115,0.438965,0.004161,0.010742,0.000045
0,0.0450765,0.438965,0.004161,0.010742,0.000045
0,0.0527045,0.428223,0.016644,0.006836,0.000114
0,0.0769765,0.4360355,0.023578,0.026367,0.000622
0,0.049237,0.4223635,0.023578,0.016602,0.000391
0,0.0485435,0.404785,0.022191,0.016602,0.000368
0,0.0769765,0.406738,0.026352,0.02832,0.000746
1,0.799584,0.520996,0.259362,0.262695,0.068133
1,0.3841885,0.520996,0.571429,0.262695,0.150112
0,0.0409155,0.3862305,0.009709,0.016602,0.000161
0,0.0568655,0.385742,0.011096,0.017578,0.000195
0,0.076283,0.3774415,0.024965,0.02832,0.000707
0,0.049237,0.367676,0.018031,0.016602,0.000299
0,0.0485435,0.3500975,0.019417,0.016602,0.000322
0,0.0769765,0.347656,0.026352,0.027344,0.000721
0,0.0492375,0.3320315,0.004161,0.015625,0.000065
0,0.076283,0.324707,0.022191,0.014648,0.000325
0,0.0769765,0.312012,0.020804,0.010742,0.000223
0,0.0485435,0.313965,0.022191,0.016602,0.000368
0,0.0624135,0.2890625,0.049931,0.013672,0.000683
